investor_ID,is_person
53418,False
53458,False
53595,False
53624,False
53644,False
53740,False
53788,False
53867,False
54028,False
54072,False
54141,False
54157,False
54200,False
54283,False
54414,False
54485,False
54495,False
54500,False
54631,False
54650,False
54651,False
54658,False
54687,False
54692,False
54712,False
54781,False
54782,False
54800,False
54804,False
54903,False
54954,False
55000,False
55011,False
55058,False
55079,False
55101,False
55290,False
55353,False
55374,False
55489,False
55562,False
55759,False
55774,False
55899,False
55914,False
55926,False
55949,False
56359,False
56405,False
56478,False
56500,False
56516,False
56777,False
56792,False
56808,False
56978,False
57024,False
57027,False
57093,False
57161,False
57213,False
57216,False
57328,False
57447,False
57567,False
57623,False
57628,False
57661,False
57763,False
57860,False
57900,False
57902,False
57964,False
57979,False
58034,False
58141,False
58314,False
58341,False
58353,False
58391,False
58452,True
58453,False
58454,True
58455,True
58456,False
58457,False
58458,False
58459,False
58460,False
58461,False
58462,False
58463,True
58464,False
58465,False
58466,False
58467,False
58468,False
58469,False
58470,False
58471,False
58472,True
58473,True
58474,True
58475,False
58476,False
58477,False
58478,False
58479,False
58480,False
58481,False
58482,False
58483,False
58484,False
58485,False
58486,False
58487,False
58488,False
58489,False
58490,False
58491,False
58492,False
58493,False
58494,False
58495,False
58496,False
58497,False
58498,False
58499,False
58500,False
58501,False
58502,False
58503,False
58504,True
58505,False
58506,False
58507,False
58508,False
58509,False
58510,False
58511,False
58512,True
58513,True
58514,True
58515,True
58516,False
58517,False
58518,True
58519,False
58520,False
58521,False
58522,False
58523,False
58524,False
58525,False
58526,True
58527,True
58528,False
58529,False
58530,False
58531,False
58532,False
58533,True
58534,True
58535,True
58536,False
58537,False
58538,False
58539,True
58540,True
58541,False
58542,False
58543,False
58544,False
58545,False
58546,False
58547,False
58548,False
58549,False
58550,False
58551,False
58552,False
58553,False
58554,False
58555,False
58556,False
58557,False
58558,False
58559,True
58560,True
58561,True
58562,True
58563,True
58564,True
58565,True
58566,True
58567,True
58568,True
58569,True
58570,True
58571,True
58572,True
58573,True
58574,True
58575,True
58576,False
58577,False
58578,False
58579,False
58580,False
58581,False
58582,False
58583,False
58584,True
58585,True
58586,False
58587,False
58588,False
58589,False
58590,False
58591,False
58592,False
58593,False
58594,True
58595,True
58596,True
58597,True
58598,False
58599,False
58600,False
58601,False
58602,False
58603,False
58604,False
58605,False
58606,False
58607,True
58608,True
58609,True
58610,False
58611,False
58612,False
58613,False
58614,False
58615,False
58616,False
58617,False
58618,False
58619,False
58620,False
58621,False
58622,False
58623,False
58624,False
58625,False
58626,False
58627,False
58628,False
58629,False
58630,False
58631,False
58632,False
58633,False
58634,False
58635,False
58636,False
58637,False
58638,False
58639,False
58640,False
58641,False
58642,False
58643,False
58644,False
58645,False
58646,False
58647,False
58648,False
58649,False
58650,False
58651,False
58652,False
58653,False
58654,False
58655,False
58656,False
58657,False
58658,False
58659,False
58660,False
58661,False
58662,False
58663,False
58664,False
58665,True
58666,True
58667,True
58668,True
58669,True
58670,True
58671,False
58672,False
58673,False
58674,False
58675,False
58676,False
58677,False
58678,False
58679,False
58680,False
58681,False
58682,False
58683,False
58684,False
58685,False
58686,False
58687,False
58688,False
58689,False
58690,False
58691,False
58692,False
58693,False
58694,False
58695,False
58696,False
58697,False
58698,False
58699,False
58700,False
58701,False
58702,False
58703,False
58704,False
58705,False
58706,False
58707,False
58708,False
58709,False
58710,False
58711,False
58712,False
58713,False
58714,False
58715,False
58716,False
58717,True
58718,True
58719,True
58720,True
58721,False
58722,False
58723,False
58724,False
58725,False
58726,False
58727,False
58728,False
58729,False
58730,False
58731,False
58732,False
58733,False
58734,False
58735,False
58736,False
58737,False
58738,False
58739,False
58740,False
58741,False
58742,False
58743,False
58744,False
58745,False
58746,False
58747,False
58748,False
58749,False
58750,False
58751,False
58752,False
58753,
58754,False
58755,False
58756,False
58757,False
58758,False
58759,False
58760,False
58761,False
58762,False
58763,False
58764,False
58765,False
58766,False
58767,False
58768,False
58769,False
58770,False
58771,False
58772,False
58773,False
58774,False
58775,False
58776,True
58777,False
58778,False
58779,False
58780,False
58781,False
58782,False
58783,False
58784,False
58785,False
58786,False
58787,False
58788,True
58789,False
58790,False
58791,False
58792,False
58793,False
58794,False
58795,False
58796,False
58797,False
58798,False
58799,False
58800,False
58801,False
58802,False
58803,False
58804,False
58805,False
58806,False
58807,False
58808,False
58809,False
58810,False
58811,True
58812,True
58813,True
58814,True
58815,True
58816,False
58817,False
58818,False
58819,False
58820,False
58821,False
58822,False
58823,False
58824,False
58825,False
58826,False
58827,False
58828,False
58829,False
58830,False
58831,True
58832,False
58833,False
58834,False
58835,False
58836,False
58837,False
58838,False
58839,False
58840,True
58841,True
58842,True
58843,True
58844,False
58845,False
58846,False
58847,False
58848,False
58849,False
58850,False
58851,False
58852,False
58853,False
58854,False
58855,False
58856,False
58857,False
58858,False
58859,False
58860,False
58861,False
58862,False
58863,False
58864,False
58865,False
58866,True
58867,True
58868,False
58869,False
58870,False
58871,False
58872,False
58873,False
58874,False
58875,False
58876,False
58877,True
58878,False
58879,False
58880,False
58881,False
58882,False
58883,False
58884,False
58885,False
58886,False
58887,False
58888,False
58889,False
58890,False
58891,False
58892,False
58893,False
58894,False
58895,False
58896,False
58897,False
58898,False
58899,True
58900,False
58901,False
58902,False
58903,False
58904,False
58905,False
58906,False
58907,False
58908,False
58909,False
58910,False
58911,False
58912,False
58913,False
58914,False
58915,False
58916,False
58917,False
58918,False
58919,False
58920,False
58921,False
58922,False
58923,False
58924,False
58925,False
58926,False
58927,False
58928,False
58929,False
58930,False
58931,False
58932,False
58933,False
58934,False
58935,True
58936,True
58937,True
58938,True
58939,False
58940,False
58941,False
58942,False
58943,False
58944,False
58945,False
58946,False
58947,False
58948,False
58949,False
58950,False
58951,False
58952,False
58953,False
58954,False
58955,False
58956,False
58957,False
58958,False
58959,False
58960,False
58961,False
58962,False
58963,False
58964,False
58965,False
58966,False
58967,False
58968,False
58969,False
58970,False
58971,False
58972,False
58973,False
58974,False
58975,False
58976,False
58977,False
58978,False
58979,False
58980,False
58981,False
58982,False
58983,False
58984,False
58985,False
58986,False
58987,False
58988,False
58989,False
58990,False
58991,False
58992,False
58993,False
58994,False
58995,False
58996,False
58997,False
58998,False
58999,False
59000,False
59001,False
59002,False
59003,False
59004,False
59005,False
59006,False
59007,False
59008,False
59009,False
59010,False
59011,False
59012,False
59013,False
59014,False
59015,False
59016,False
59017,False
59018,False
59019,False
59020,False
59021,True
59022,True
59023,True
59024,True
59025,True
59026,True
59027,False
59028,False
59029,False
59030,False
59031,False
59032,False
59033,False
59034,False
59035,False
59036,False
59037,False
59038,False
59039,False
59040,False
59041,False
59042,True
59043,True
59044,False
59045,False
59046,False
59047,False
59048,False
59049,False
59050,False
59051,False
59052,False
59053,False
59054,False
59055,False
59056,False
59057,False
59058,False
59059,False
59060,False
59061,False
59062,False
59063,False
59064,False
59065,False
59066,False
59067,False
59068,False
59069,False
59070,False
59071,False
59072,False
59073,False
59074,False
59075,False
59076,False
59077,False
59078,False
59079,False
59080,False
59081,True
59082,True
59083,True
59084,True
59085,False
59086,False
59087,False
59088,False
59089,False
59090,False
59091,False
59092,False
59093,False
59094,False
59095,False
59096,False
59097,False
59098,False
59099,False
59100,False
59101,False
59102,False
59103,False
59104,False
59105,False
59106,True
59107,True
59108,False
59109,False
59110,False
59111,False
59112,False
59113,False
59114,False
59115,False
59116,False
59117,True
59118,False
59119,False
59120,False
59121,False
59122,False
59123,False
59124,False
59125,False
59126,False
59127,False
59128,False
59129,False
59130,False
59131,False
59132,False
59133,False
59134,False
59135,False
59136,False
59137,False
59138,False
59139,False
59140,False
59141,False
59142,False
59143,False
59144,False
59145,False
59146,True
59147,False
59148,False
59149,False
59150,False
59151,False
59152,False
59153,False
59154,False
59155,False
59156,False
59157,True
59158,True
59159,False
59160,False
59161,False
59162,False
59163,False
59164,False
59165,False
59166,False
59167,False
59168,False
59169,False
59170,False
59171,False
59172,False
59173,False
59174,False
59175,True
59176,True
59177,True
59178,True
59179,True
59180,False
59181,False
59182,False
59183,False
59184,False
59185,False
59186,False
59187,False
59188,False
59189,False
59190,False
59191,False
59192,False
59193,False
59194,False
59195,False
59196,True
59197,False
59198,False
59199,False
59200,False
59201,False
59202,False
59203,False
59204,False
59205,False
59206,False
59207,False
59208,False
59209,False
59210,False
59211,False
59212,False
59213,False
59214,False
59215,True
59216,True
59217,False
59218,False
59219,False
59220,False
59221,True
59222,False
59223,False
59224,False
59225,False
59226,False
59227,False
59228,False
59229,False
59230,False
59231,False
59232,False
59233,False
59234,False
59235,True
59236,False
59237,False
59238,False
59239,False
59240,False
59241,False
59242,True
59243,False
59244,False
59245,False
59246,False
59247,False
59248,False
59249,False
59250,False
59251,False
59252,False
59253,False
59254,False
59255,False
59256,False
59257,False
59258,False
59259,False
59260,False
59261,False
59262,False
59263,False
59264,False
59265,False
59266,False
59267,False
59268,False
59269,False
59270,False
59271,False
59272,False
59273,True
59274,True
59275,False
59276,False
59277,False
59278,False
59279,False
59280,False
59281,False
59282,False
59283,False
59284,False
59285,False
59286,False
59287,False
59288,False
59289,False
59290,False
59291,True
59292,False
59293,False
59294,False
59295,False
59296,False
59297,False
59298,False
59299,False
59300,False
59301,False
59302,False
59303,False
59304,False
59305,False
59306,False
59307,False
59308,False
59309,False
59310,False
59311,False
59312,False
59313,False
59314,False
59315,False
59316,False
59317,False
59318,True
59319,True
59320,True
59321,True
59322,True
59323,True
59324,True
59325,True
59326,True
59327,True
59328,True
59329,True
59330,True
59331,True
59332,True
59333,True
59334,True
59335,True
59336,True
59337,True
59338,False
59339,False
59340,False
59341,False
59342,False
59343,False
59344,False
59345,False
59346,False
59347,False
59348,False
59349,False
59350,False
59351,False
59352,False
59353,False
59354,False
59355,False
59356,False
59357,False
59358,False
59359,False
59360,False
59361,True
59362,True
59363,True
59364,False
59365,False
59366,False
59367,False
59368,False
59369,False
59370,False
59371,False
59372,False
59373,False
59374,False
59375,False
59376,False
59377,False
59378,False
59379,False
59380,False
59381,False
59382,False
59383,False
59384,False
59385,False
59386,False
59387,False
59388,False
59389,False
59390,False
59391,False
59392,False
59393,False
59394,False
59395,False
59396,False
59397,False
59398,False
59399,False
59400,False
59401,False
59402,False
59403,False
59404,False
59405,False
59406,False
59407,False
59408,True
59409,True
59410,True
59411,False
59412,False
59413,False
59414,False
59415,False
59416,False
59417,False
59418,False
59419,False
59420,False
59421,True
59422,False
59423,False
59424,False
59425,False
59426,False
59427,False
59428,False
59429,True
59430,False
59431,False
59432,False
59433,False
59434,False
59435,False
59436,False
59437,False
59438,False
59439,False
59440,False
59441,False
59442,False
59443,False
59444,True
59445,True
59446,False
59447,False
59448,True
59449,False
59450,False
59451,False
59452,False
59453,False
59454,True
59455,True
59456,True
59457,False
59458,False
59459,False
59460,True
59461,False
59462,False
59463,False
59464,False
59465,False
59466,False
59467,True
59468,True
59469,True
59470,True
59471,True
59472,False
59473,False
59474,False
59475,False
59476,False
59477,False
59478,False
59479,False
59480,True
59481,False
59482,False
59483,False
59484,False
59485,False
59486,False
59487,False
59488,False
59489,False
59490,False
59491,False
59492,False
59493,False
59494,False
59495,False
59496,False
59497,False
59498,False
59499,False
59500,False
59501,False
59502,False
59503,False
59504,False
59505,False
59506,False
59507,True
59508,True
59509,True
59510,False
59511,False
59512,False
59513,False
59514,False
59515,False
59516,False
59517,False
59518,False
59519,False
59520,False
59521,False
59522,False
59523,False
59524,False
59525,False
59526,False
59527,False
59528,False
59529,False
59530,False
59531,False
59532,False
59533,False
59534,False
59535,False
59536,False
59537,False
59538,False
59539,False
59540,False
59541,False
59542,False
59543,False
59544,False
59545,False
59546,False
59547,False
59548,False
59549,False
59550,False
59551,False
59552,False
59553,False
59554,False
59555,False
59556,False
59557,False
59558,False
59559,False
59560,False
59561,False
59562,False
59563,False
59564,False
59565,False
59566,False
59567,False
59568,False
59569,False
59570,False
59571,False
59572,False
59573,False
59574,False
59575,False
59576,False
59577,False
59578,False
59579,False
59580,True
59581,True
59582,True
59583,True
59584,True
59585,True
59586,True
59587,True
59588,True
59589,True
59590,True
59591,True
59592,True
59593,True
59594,True
59595,True
59596,True
59597,True
59598,True
59599,True
59600,True
59601,True
59602,True
59603,True
59604,False
59605,False
59606,False
59607,False
59608,False
59609,False
59610,False
59611,False
59612,False
59613,False
59614,False
59615,False
59616,False
59617,False
59618,False
59619,False
59620,False
59621,False
59622,False
59623,False
59624,False
59625,False
59626,False
59627,False
59628,False
59629,False
59630,False
59631,False
59632,False
59633,False
59634,False
59635,False
59636,False
59637,False
59638,False
59639,False
59640,False
59641,False
59642,False
59643,False
59644,False
59645,False
59646,False
59647,False
59648,False
59649,False
59650,False
59651,False
59652,False
59653,False
59654,False
59655,False
59656,False
59657,False
59658,False
59659,False
59660,False
59661,False
59662,False
59663,False
59664,False
59665,False
59666,False
59667,False
59668,False
59669,False
59670,False
59671,False
59672,False
59673,False
59674,False
59675,False
59676,False
59677,False
59678,False
59679,False
59680,False
59681,False
59682,False
59683,False
59684,False
59685,False
59686,False
59687,False
59688,False
59689,False
59690,False
59691,False
59692,False
59693,False
59694,False
59695,False
59696,False
59697,False
59698,False
59699,False
59700,False
59701,False
59702,False
59703,False
59704,False
59705,False
59706,False
59707,False
59708,False
59709,False
59710,False
59711,False
59712,False
59713,False
59714,True
59715,False
59716,False
59717,False
59718,False
59719,False
59720,False
59721,False
59722,False
59723,False
59724,False
59725,False
59726,False
59727,False
59728,False
59729,False
59730,False
59731,False
59732,False
59733,False
59734,False
59735,False
59736,False
59737,False
59738,False
59739,False
59740,False
59741,False
59742,False
59743,False
59744,False
59745,False
59746,False
59747,False
59748,False
59749,False
59750,False
59751,False
59752,False
59753,False
59754,False
59755,False
59756,False
59757,False
59758,False
59759,False
59760,False
59761,False
59762,False
59763,False
59764,False
59765,False
59766,False
59767,False
59768,False
59769,False
59770,False
59771,False
59772,False
59773,False
59774,False
59775,False
59776,False
59777,False
59778,False
59779,False
59780,False
59781,False
59782,False
59783,False
59784,False
59785,False
59786,False
59787,False
59788,False
59789,False
59790,False
59791,False
59792,False
59793,False
59794,False
59795,False
59796,False
59797,False
59798,False
59799,False
59800,False
59801,False
59802,False
59803,False
59804,False
59805,False
59806,False
59807,False
59808,False
59809,False
59810,False
59811,False
59812,False
59813,True
59814,True
59815,True
59816,True
59817,True
59818,True
59819,True
59820,False
59821,False
59822,False
59823,False
59824,False
59825,False
59826,False
59827,False
59828,False
59829,False
59830,False
59831,False
59832,False
59833,False
59834,False
59835,False
59836,False
59837,False
59838,False
59839,False
59840,False
59841,False
59842,False
59843,False
59844,False
59845,False
59846,False
59847,False
59848,False
59849,False
59850,False
59851,False
59852,False
59853,False
59854,False
59855,False
59856,False
59857,False
59858,False
59859,False
59860,False
59861,False
59862,False
59863,False
59864,False
59865,False
59866,False
59867,False
59868,False
59869,False
59870,False
59871,False
59872,False
59873,False
59874,False
59875,False
59876,False
59877,False
59878,False
59879,False
59880,False
59881,False
59882,False
59883,False
59884,False
59885,False
59886,True
59887,True
59888,False
59889,False
59890,False
59891,False
59892,False
59893,False
59894,False
59895,False
59896,False
59897,False
59898,False
59899,False
59900,False
59901,False
59902,False
59903,False
59904,False
59905,False
59906,False
59907,False
59908,False
59909,False
59910,False
59911,False
59912,False
59913,False
59914,False
59915,False
59916,False
59917,False
59918,True
59919,True
59920,True
59921,True
59922,True
59923,True
59924,True
59925,True
59926,True
59927,True
59928,True
59929,False
59930,False
59931,False
59932,False
59933,False
59934,False
59935,False
59936,False
59937,False
59938,False
59939,False
59940,False
59941,False
59942,False
59943,False
59944,False
59945,False
59946,False
59947,False
59948,False
59949,False
59950,False
59951,False
59952,False
59953,False
59954,False
59955,False
59956,False
59957,False
59958,False
59959,False
59960,False
59961,False
59962,False
59963,False
59964,False
59965,False
59966,False
59967,False
59968,False
59969,False
59970,False
59971,False
59972,False
59973,False
59974,False
59975,False
59976,False
59977,False
59978,False
59979,False
59980,False
59981,False
59982,False
59983,False
59984,False
59985,False
59986,False
59987,False
59988,False
59989,False
59990,False
59991,False
59992,False
59993,False
59994,False
59995,False
59996,False
59997,False
59998,False
59999,False
60000,False
60001,False
60002,False
60003,False
60004,False
60005,False
60006,False
60007,False
60008,False
60009,False
60010,False
60011,False
60012,False
60013,False
60014,False
60015,False
60016,False
60017,False
60018,False
60019,True
60020,True
60021,True
60022,True
60023,True
60024,True
60025,False
60026,False
60027,False
60028,False
60029,False
60030,False
60031,False
60032,False
60033,False
60034,False
60035,False
60036,False
60037,False
60038,False
60039,False
60040,False
60041,False
60042,False
60043,False
60044,False
60045,False
60046,False
60047,False
60048,False
60049,False
60050,False
60051,False
60052,False
60053,False
60054,False
60055,False
60056,False
60057,False
60058,False
60059,False
60060,False
60061,False
60062,False
60063,False
60064,True
60065,False
60066,False
60067,False
60068,False
60069,False
60070,False
60071,False
60072,False
60073,False
60074,False
60075,False
60076,False
60077,False
60078,False
60079,False
60080,False
60081,False
60082,False
60083,False
60084,False
60085,False
60086,False
60087,False
60088,False
60089,False
60090,False
60091,False
60092,False
60093,False
60094,False
60095,False
60096,False
60097,False
60098,False
60099,False
60100,False
60101,False
60102,False
60103,False
60104,False
60105,False
60106,False
60107,False
60108,False
60109,False
60110,False
60111,False
60112,False
60113,False
60114,True
60115,True
60116,True
60117,True
60118,True
60119,True
60120,True
60121,True
60122,True
60123,True
60124,False
60125,False
60126,False
60127,False
60128,False
60129,False
60130,False
60131,False
60132,False
60133,False
60134,False
60135,False
60136,False
60137,False
60138,False
60139,False
60140,False
60141,False
60142,False
60143,False
60144,False
60145,False
60146,False
60147,False
60148,False
60149,False
60150,False
60151,False
60152,False
60153,False
60154,False
60155,False
60156,False
60157,False
60158,False
60159,False
60160,False
60161,False
60162,False
60163,False
60164,False
60165,False
60166,False
60167,False
60168,False
60169,True
60170,False
60171,False
60172,False
60173,False
60174,True
60175,False
60176,False
60177,False
60178,False
60179,False
60180,False
60181,False
60182,False
60183,False
60184,False
60185,False
60186,False
60187,False
60188,False
60189,False
60190,False
60191,False
60192,False
60193,False
60194,False
60195,False
60196,False
60197,False
60198,False
60199,False
60200,False
60201,False
60202,False
60203,False
60204,True
60205,True
60206,True
60207,False
60208,False
60209,False
60210,False
60211,False
60212,False
60213,False
60214,False
60215,False
60216,False
60217,False
60218,False
60219,False
60220,False
60221,False
60222,False
60223,False
60224,False
60225,False
60226,False
60227,False
60228,False
60229,False
60230,False
60231,False
60232,False
60233,False
60234,False
60235,False
60236,False
60237,False
60238,False
60239,False
60240,False
60241,False
60242,False
60243,False
60244,False
60245,False
60246,False
60247,False
60248,False
60249,False
60250,False
60251,False
60252,False
60253,False
60254,False
60255,False
60256,False
60257,False
60258,False
60259,False
60260,False
60261,False
60262,False
60263,False
60264,False
60265,False
60266,False
60267,False
60268,False
60269,False
60270,False
60271,False
60272,False
60273,False
60274,False
60275,False
60276,False
60277,False
60278,False
60279,False
60280,False
60281,False
60282,False
60283,False
60284,False
60285,False
60286,False
60287,False
60288,False
60289,False
60290,False
60291,False
60292,False
60293,False
60294,False
60295,False
60296,False
60297,False
60298,False
60299,False
60300,False
60301,False
60302,False
60303,False
60304,False
60305,False
60306,False
60307,False
60308,False
60309,False
60310,False
60311,False
60312,False
60313,False
60314,False
60315,False
60316,True
60317,True
60318,True
60319,True
60320,True
60321,True
60322,True
60323,False
60324,False
60325,False
60326,False
60327,False
60328,False
60329,False
60330,False
60331,False
60332,False
60333,False
60334,False
60335,False
60336,False
60337,False
60338,False
60339,False
60340,False
60341,False
60342,False
60343,False
60344,False
60345,False
60346,False
60347,False
60348,False
60349,False
60350,False
60351,False
60352,False
60353,False
60354,False
60355,False
60356,False
60357,False
60358,False
60359,False
60360,False
60361,False
60362,False
60363,False
60364,False
60365,False
60366,False
60367,False
60368,False
60369,False
60370,False
60371,False
60372,False
60373,False
60374,False
60375,False
60376,False
60377,False
60378,False
60379,False
60380,False
60381,False
60382,False
60383,False
60384,False
60385,False
60386,False
60387,False
60388,False
60389,False
60390,False
60391,False
60392,False
60393,False
60394,False
60395,False
60396,False
60397,False
60398,False
60399,True
60400,True
60401,True
60402,True
60403,True
60404,False
60405,False
60406,False
60407,False
60408,False
60409,False
60410,False
60411,False
60412,False
60413,False
60414,False
60415,False
60416,False
60417,False
60418,False
60419,False
60420,False
60421,False
60422,False
60423,False
60424,False
60425,False
60426,False
60427,False
60428,False
60429,False
60430,False
60431,False
60432,True
60433,True
60434,False
60435,False
60436,False
60437,False
60438,False
60439,False
60440,False
60441,False
60442,False
60443,False
60444,False
60445,False
60446,False
60447,False
60448,False
60449,False
60450,False
60451,False
60452,False
60453,False
60454,False
60455,False
60456,False
60457,False
60458,False
60459,False
60460,False
60461,False
60462,False
60463,False
60464,False
60465,False
60466,True
60467,True
60468,True
60469,True
60470,True
60471,False
60472,False
60473,False
60474,False
60475,False
60476,False
60477,False
60478,False
60479,False
60480,False
60481,False
60482,False
60483,False
60484,False
60485,False
60486,False
60487,False
60488,False
60489,False
60490,False
60491,False
60492,False
60493,False
60494,False
60495,False
60496,False
60497,False
60498,False
60499,False
60500,False
60501,False
60502,False
60503,False
60504,False
60505,False
60506,False
60507,False
60508,False
60509,False
60510,False
60511,False
60512,False
60513,False
60514,False
60515,False
60516,False
60517,False
60518,False
60519,False
60520,False
60521,False
60522,True
60523,False
60524,False
60525,False
60526,False
60527,False
60528,False
60529,False
60530,False
60531,False
60532,False
60533,False
60534,False
60535,False
60536,False
60537,False
60538,False
60539,False
60540,False
60541,False
60542,False
60543,False
60544,True
60545,True
60546,True
60547,False
60548,False
60549,True
60550,True
60551,False
60552,False
60553,False
60554,False
60555,False
60556,False
60557,False
60558,False
60559,False
60560,False
60561,False
60562,False
60563,False
60564,False
60565,False
60566,False
60567,False
60568,False
60569,False
60570,False
60571,False
60572,False
60573,False
60574,False
60575,False
60576,False
60577,False
60578,False
60579,False
60580,False
60581,False
60582,False
60583,False
60584,False
60585,False
